source,destination
44,100
3,13
0,5
5,19
30,73
2,11
14,40
32,76
21,55
42,96
6,20
39,90
28,69
12,36
1,8
29,70
35,83
19,50
0,0
36,84
26,64
1,10
33,79
43,98
17,46
7,23
34,80
40,93
0,2
24,60
8,27
41,94
10,33
31,74
38,89
5,18
37,87
21,54
11,34
44,101
6,22
28,68
3,14
15,43
18,48
1,7
25,63
32,77
35,82
9,30
42,97
22,57
39,91
13,39
4,15
16,44
12,37
1,9
33,78
20,53
23,58
19,51
7,25
40,92
27,67
0,4
30,72
26,65
8,26
10,32
17,47
38,88
24,61
2,12
8,28
14,41
31,75
6,21
15,42
1,6
25,62
9,29
22,56
11,35
29,71
13,38
0,1
18,49
36,85
20,52
9,31
43,99
7,24
4,16
27,66
16,45
34,81
41,95
0,3
5,17
37,86
23,59
