source,destination
6,18
28,85
29,114
28,94
24,72
29,123
21,64
26,78
29,132
6,20
17,51
19,57
16,49
12,36
28,87
29,116
9,28
14,42
24,74
29,125
29,134
26,80
7,21
17,53
22,67
19,59
0,0
15,46
12,38
28,89
29,118
14,44
8,25
29,127
25,75
10,31
7,23
28,110
3,10
0,2
5,16
29,111
1,3
29,120
25,77
28,103
23,70
29,113
1,5
18,55
28,96
28,105
11,34
4,13
27,81
29,115
2,6
24,73
28,98
20,60
28,107
17,52
22,66
29,136
13,39
15,45
12,37
2,8
8,24
28,91
10,30
28,100
20,62
29,129
28,109
22,68
29,138
3,9
13,41
15,47
28,84
8,26
25,76
28,93
10,32
28,102
29,122
21,63
29,131
6,19
23,69
3,11
16,48
1,4
18,54
28,86
9,27
28,95
29,124
28,104
11,33
21,65
26,79
29,133
23,71
4,12
19,58
16,50
18,56
28,88
29,117
9,29
14,43
28,97
29,126
28,106
11,35
29,135
7,22
4,14
0,1
5,15
27,82
2,7
28,90
29,119
28,99
20,61
29,128
28,108
29,137
13,40
5,17
28,83
29,112
28,92
29,121
28,101
29,130
