source,destination
10,52
22,81
24,115
0,5
3,22
22,90
4,30
23,98
5,37
23,107
21,73
8,48
11,53
22,83
3,24
6,41
22,92
4,32
23,100
15,62
1,8
23,109
18,67
9,49
22,76
0,0
22,85
3,26
6,43
23,93
13,58
24,122
23,102
1,10
16,63
12,56
20,72
22,78
0,2
19,70
22,87
4,27
23,95
24,124
23,104
1,12
2,20
10,51
17,66
22,80
3,21
22,89
24,117
4,29
7,46
23,97
24,126
23,106
8,47
14,60
22,82
3,23
6,40
22,91
24,119
4,31
23,99
15,61
1,7
24,128
23,108
2,15
22,75
11,54
22,84
3,25
6,42
24,112
13,57
24,121
23,101
1,9
2,17
5,34
18,68
20,71
9,50
22,77
6,44
24,114
23,94
0,4
24,123
1,11
16,64
2,19
5,36
24,116
4,28
7,45
0,6
24,125
1,13
5,38
14,59
21,74
6,39
23,105
24,118
24,127
2,14
23,110
12,55
24,111
0,1
19,69
22,86
24,120
2,16
5,33
23,103
17,65
22,79
24,113
0,3
22,88
23,96
2,18
5,35
