index,is_init,is_goal
0,True,False
1,False,False
2,False,False
3,False,False
4,False,False
5,False,True
6,False,False
7,False,False
8,False,False
9,True,False
10,False,False
11,False,True
12,False,False
13,False,False
14,False,False
15,False,False
16,False,False
17,False,False
18,True,False
19,False,True
20,False,False
21,False,False
22,False,False
23,False,False
24,False,False
25,True,False
26,False,False
27,False,False
28,False,True
29,False,False
30,False,False
31,False,False
32,True,False
33,False,False
34,False,False
35,False,False
36,False,False
37,False,True
38,False,False
39,False,False
40,False,False
41,False,False
42,True,False
43,False,True
44,False,False
45,False,False
46,False,False
47,False,False
48,False,False
49,False,False
50,False,False
51,True,False
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,False,False
63,False,False
64,True,False
65,False,False
66,False,False
67,False,False
68,False,False
69,True,False
