source,destination
0,5
8,73
3,31
6,57
4,39
11,87
1,15
7,65
0,7
12,91
3,33
6,59
4,41
1,17
7,67
2,25
0,0
9,76
12,93
3,35
1,10
6,61
4,43
5,53
0,2
3,28
9,78
12,95
6,54
4,36
1,12
2,20
5,46
3,30
9,80
6,56
4,38
1,14
7,64
10,81
2,22
11,89
5,48
6,58
4,40
1,16
7,66
10,83
2,24
5,50
12,92
8,70
1,9
7,68
10,85
2,26
5,52
12,94
0,4
8,72
1,11
2,19
11,86
5,45
8,74
0,6
1,13
3,32
2,21
11,88
5,47
0,8
9,75
3,34
10,82
6,60
2,23
4,42
11,90
5,49
0,1
8,69
3,27
9,77
10,84
6,62
4,44
5,51
0,3
8,71
3,29
9,79
6,55
2,18
4,37
7,63
