source,destination
37,177
6,18
33,100
36,117
36,126
35,106
36,135
31,93
37,143
28,85
37,152
37,161
24,72
37,170
21,64
26,78
6,20
17,51
36,119
36,128
19,57
36,137
16,49
31,95
37,145
12,36
37,154
9,28
14,42
37,163
24,74
26,80
32,96
36,112
7,21
17,53
22,67
36,121
36,130
19,59
36,139
0,0
15,46
37,147
12,38
37,156
14,44
37,165
8,25
25,75
10,31
36,114
7,23
36,123
36,132
3,10
36,141
0,2
5,16
37,149
1,3
37,158
25,77
30,91
36,107
33,99
36,116
36,125
23,70
36,134
37,151
1,5
18,55
34,103
36,109
11,34
33,101
36,118
37,172
36,127
29,88
4,13
31,94
37,144
27,81
2,6
24,73
20,60
36,111
17,52
22,66
36,120
37,174
32,98
36,129
13,39
15,45
37,146
12,37
27,83
2,8
8,24
10,30
20,62
36,113
37,167
36,122
22,68
37,176
3,9
13,41
35,105
15,47
28,84
8,26
25,76
30,90
37,160
10,32
36,115
37,169
21,63
37,178
6,19
23,69
3,11
36,136
16,48
1,4
18,54
28,86
34,102
37,153
9,27
30,92
36,108
37,162
11,33
37,171
21,65
26,79
23,71
29,87
4,12
19,58
36,138
16,50
18,56
34,104
37,155
9,29
14,43
36,110
37,164
11,35
37,173
32,97
7,22
29,89
4,14
36,131
36,140
0,1
5,15
27,82
2,7
37,148
37,157
20,61
37,166
37,175
13,40
36,124
36,133
36,142
5,17
37,150
37,159
37,168
