source,destination
38,87
55,121
15,30
44,100
4,9
39,88
25,50
30,64
5,10
12,25
45,101
22,44
11,23
29,59
35,81
13,26
42,96
19,39
52,115
3,6
18,37
39,90
30,66
36,82
2,4
20,40
49,110
9,19
26,53
33,77
10,20
6,13
50,111
27,54
16,33
34,78
40,91
0,0
23,47
47,105
7,14
43,98
31,72
30,61
51,114
37,85
14,28
21,43
1,3
41,94
44,99
28,57
30,63
12,24
48,108
32,75
35,80
42,95
19,38
55,122
31,67
39,89
46,104
5,11
49,109
26,52
33,76
17,34
53,118
31,69
3,7
24,48
10,21
54,119
31,71
38,86
51,113
4,8
40,92
21,42
1,2
8,17
11,22
29,58
47,106
28,56
31,73
15,31
18,36
25,51
30,65
9,18
45,102
22,45
6,12
13,27
46,103
16,32
52,116
36,83
2,5
20,41
53,117
23,46
31,68
43,97
50,112
27,55
30,60
34,79
0,1
37,84
17,35
41,93
31,70
7,15
24,49
30,62
48,107
8,16
14,29
32,74
54,120
