index,is_in_good_operators
0,False
1,True
2,False
3,False
4,False
5,False
6,False
7,True
8,False
9,True
10,False
11,False
12,True
13,False
14,False
15,True
16,False
17,False
18,True
19,False
20,True
21,False
22,False
23,True
24,False
25,False
26,False
27,False
28,True
29,False
30,False
31,True
32,False
33,True
34,False
35,False
36,False
37,False
38,False
39,False
40,False
41,False
42,False
43,False
44,False
45,False
46,False
47,True
48,False
49,False
50,True
51,False
52,False
53,True
54,True
55,False
56,False
57,True
58,False
59,False
60,True
61,False
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,True
75,False
