index,is_init,is_goal
0,True,False
1,False,False
2,False,False
3,True,False
4,False,False
5,True,False
6,True,False
7,False,False
8,False,False
9,True,False
10,False,False
11,True,False
12,False,False
13,False,True
14,False,False
15,False,False
16,False,False
17,True,False
18,False,False
19,True,False
20,False,False
21,False,False
22,False,True
23,False,False
24,False,False
25,False,False
26,False,False
27,True,False
28,False,False
29,False,False
30,False,False
31,False,False
32,False,False
33,False,False
34,True,False
35,False,False
36,False,False
37,False,False
38,True,False
39,False,False
40,False,False
41,False,False
