source,destination
27,105
16,84
27,114
27,123
26,103
28,131
0,5
28,140
17,85
3,31
29,169
23,98
28,149
6,57
4,39
1,15
7,65
27,107
24,99
27,116
27,125
28,133
14,79
0,7
29,162
28,142
3,33
29,171
4,41
1,17
2,25
27,109
27,118
27,127
0,0
8,68
28,135
29,155
29,164
28,144
11,73
6,52
29,173
1,10
7,60
15,82
27,111
18,87
27,120
25,102
28,128
0,2
29,157
9,69
28,137
3,28
22,96
28,146
29,166
6,54
4,36
1,12
7,62
13,78
2,20
16,83
5,46
27,113
27,122
28,130
20,92
29,159
28,139
3,30
29,168
23,97
6,56
10,72
4,38
1,14
7,64
2,22
27,106
5,48
27,115
29,152
28,132
21,93
29,161
29,170
6,58
4,40
1,16
7,66
2,24
27,108
5,50
27,117
29,154
28,134
14,80
29,163
6,51
29,172
1,9
7,59
2,26
5,43
27,110
12,76
29,156
29,165
0,4
4,35
1,11
7,61
28,148
19,90
2,19
5,45
27,124
26,104
29,158
0,6
10,71
28,141
1,13
3,32
17,86
28,150
2,21
5,47
24,100
29,151
27,126
29,160
8,67
0,8
28,143
3,34
2,23
4,42
5,49
15,81
27,119
29,153
25,101
21,94
0,1
28,136
3,27
22,95
28,145
11,74
6,53
13,77
27,112
12,75
18,88
27,121
28,129
20,91
0,3
9,70
28,138
3,29
29,167
28,147
6,55
2,18
4,37
19,89
5,44
7,63
