index,is_init,is_goal
0,True,False
1,False,False
2,False,False
3,False,False
4,True,False
5,False,False
6,False,False
7,False,False
8,True,False
9,False,False
10,False,False
11,False,False
12,True,False
13,False,False
14,False,True
15,False,False
16,True,False
17,False,True
18,False,False
19,False,False
20,False,False
21,False,False
22,False,True
23,True,False
24,True,False
25,False,True
26,False,False
27,False,False
28,True,False
29,False,False
30,False,True
31,False,False
32,True,False
33,False,True
34,False,False
35,False,False
36,True,False
37,False,False
38,False,True
39,False,False
40,True,False
41,False,True
42,False,False
43,False,False
44,True,False
45,False,False
46,False,True
47,False,False
48,True,False
49,False,True
50,False,False
51,False,False
52,False,False
53,False,False
54,False,True
55,True,False
56,True,False
57,False,True
58,False,False
59,False,False
60,True,False
61,False,False
62,False,True
63,False,False
64,True,False
65,False,True
66,False,False
67,False,False
68,True,False
69,False,False
70,False,True
71,False,False
72,False,False
73,False,False
74,False,False
75,False,False
76,False,False
77,True,False
78,False,False
79,False,False
80,False,False
81,False,False
82,False,False
83,False,False
84,False,False
85,False,False
86,False,False
87,False,False
88,False,False
89,False,False
90,False,False
91,False,False
92,False,False
93,False,False
94,False,False
95,False,False
96,False,False
97,False,False
98,False,False
99,False,False
100,False,False
101,False,False
102,False,False
103,True,False
104,False,False
105,False,False
106,False,False
107,False,False
108,False,False
109,True,False
110,True,False
111,False,False
