source,destination
18,72
10,43
24,161
20,84
3,13
20,93
2,11
21,101
15,60
21,110
21,119
18,74
7,28
11,44
25,162
22,138
17,69
3,15
20,86
20,95
5,21
23,155
21,103
15,62
21,112
8,32
7,30
11,46
22,131
17,71
0,0
20,88
20,97
23,148
5,23
23,157
21,105
21,114
8,34
27,166
10,40
22,124
22,133
20,81
6,27
20,90
0,2
23,141
4,18
20,99
23,150
23,159
21,107
12,49
16,65
21,116
10,42
14,58
22,126
24,160
22,135
20,83
3,12
20,92
23,143
13,53
23,152
21,100
1,5
21,109
16,67
21,118
18,73
9,37
22,128
22,137
17,68
3,14
20,85
20,94
23,145
13,55
23,154
21,102
15,61
1,7
19,77
21,111
18,75
9,39
22,121
11,45
22,130
6,24
25,163
22,139
20,87
20,96
23,147
26,164
23,156
21,104
15,63
19,79
2,8
21,113
8,33
22,123
11,47
20,80
6,26
22,132
20,89
23,140
4,17
23,149
23,158
21,106
16,64
2,10
8,35
12,51
27,167
14,57
22,125
22,134
20,82
23,142
4,19
13,52
23,151
1,4
5,20
16,66
9,36
14,59
22,127
22,136
7,29
23,144
13,54
17,70
23,153
1,6
19,76
5,22
9,38
22,120
22,129
7,31
23,146
0,1
20,98
19,78
12,48
21,115
22,122
6,25
10,41
4,16
26,165
20,91
0,3
2,9
21,108
12,50
21,117
14,56
