source,destination
21,135
4,9
13,42
19,110
19,119
18,99
5,10
22,145
12,25
22,154
12,34
17,85
15,60
11,23
17,94
15,69
14,49
20,120
16,77
21,137
13,44
19,112
3,6
18,101
22,147
12,27
2,4
9,19
17,87
15,62
10,20
14,51
15,71
6,13
20,122
16,79
13,37
21,139
19,114
0,0
22,149
12,29
15,64
16,72
7,14
16,81
21,132
19,116
22,151
12,31
1,3
15,66
16,74
16,83
20,129
14,58
19,109
19,118
22,144
12,24
22,153
12,33
15,68
16,76
20,131
19,111
5,11
13,46
12,26
22,146
22,155
12,35
18,103
15,61
15,70
17,89
16,78
20,124
14,53
19,113
3,7
13,39
21,141
22,148
12,28
18,96
18,105
15,63
10,21
17,91
16,80
20,126
14,55
19,115
21,134
4,8
13,41
21,143
12,30
18,98
1,2
18,107
8,17
17,84
17,93
11,22
16,73
14,48
20,128
14,57
19,108
21,136
13,43
18,100
9,18
17,86
17,95
16,75
20,121
14,50
6,12
20,130
14,59
13,36
21,138
13,45
18,102
2,5
17,88
20,123
14,52
13,38
21,140
13,47
18,104
0,1
22,150
17,90
15,65
20,125
14,54
7,15
16,82
21,133
13,40
21,142
19,117
18,97
18,106
8,16
22,152
12,32
17,92
15,67
20,127
14,56
