source,destination
1,31
1,40
1,49
2,57
0,5
9,127
3,86
2,66
0,14
11,133
6,112
2,75
0,23
4,94
5,101
1,33
1,42
1,51
8,121
2,59
0,7
3,88
2,68
0,16
6,105
4,96
5,103
1,35
1,44
8,123
0,0
3,81
2,61
0,9
10,129
6,107
4,89
7,115
1,28
1,37
1,46
2,54
0,2
3,83
6,109
4,91
7,117
1,30
1,39
2,56
9,126
3,85
11,132
6,111
4,93
7,119
2,77
0,25
1,32
12,136
9,128
1,53
3,87
4,95
2,70
0,18
2,79
6,106
2,63
0,11
7,114
10,131
2,72
0,20
5,98
1,48
3,82
6,108
4,90
0,4
2,65
0,13
7,116
2,74
0,22
5,100
1,41
9,125
1,50
6,110
2,58
0,6
4,92
2,67
0,15
7,118
11,134
2,76
0,24
5,102
1,34
12,135
1,43
1,52
8,122
2,60
0,8
2,69
0,17
7,120
2,78
0,26
5,104
1,27
1,36
12,137
1,45
8,124
0,1
2,62
0,10
7,113
10,130
2,71
0,19
2,80
5,97
1,29
1,38
1,47
2,55
0,3
3,84
2,64
0,12
2,73
0,21
5,99
