index,is_in_good_operators
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,False
10,True
11,True
12,True
13,False
14,True
15,True
16,True
17,False
18,True
19,True
20,True
21,False
22,False
23,False
24,False
25,False
26,True
27,True
28,True
29,False
30,False
31,False
32,False
33,False
34,False
35,False
36,False
37,False
38,False
39,False
40,False
41,False
42,False
43,False
44,False
45,False
46,False
47,False
48,False
49,False
50,True
51,True
52,True
53,False
54,False
55,False
56,False
57,False
58,True
59,True
60,True
61,False
62,True
63,True
64,True
65,True
66,True
67,True
68,True
69,True
70,True
71,True
72,True
73,True
74,True
75,True
76,True
77,True
78,False
79,False
80,False
81,False
82,True
83,True
84,True
85,True
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,True
107,True
108,True
109,True
110,False
111,False
112,False
113,False
114,True
115,True
116,True
117,True
118,True
119,True
120,True
121,False
122,True
123,True
124,True
125,False
126,True
127,True
128,True
129,False
130,True
131,True
132,True
133,False
134,False
135,False
136,False
137,False
138,True
139,True
140,True
141,False
142,False
143,False
144,False
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,False
155,False
156,False
157,False
158,False
159,False
160,False
161,False
162,True
163,True
164,True
165,False
166,False
167,False
168,False
169,False
170,True
171,True
172,True
173,False
174,False
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,False
183,False
184,False
185,False
186,False
187,False
188,False
189,False
190,True
191,True
192,True
193,False
194,False
195,False
196,False
197,False
198,True
199,True
200,True
201,False
202,True
203,True
204,True
205,False
206,True
207,True
208,True
209,False
210,True
211,True
212,True
213,False
214,True
215,True
216,True
217,False
218,False
219,False
220,False
221,False
222,True
223,True
224,True
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,False
240,False
241,False
242,False
243,False
244,False
245,False
246,False
247,False
248,True
249,True
250,False
251,False
252,False
253,False
254,False
255,False
256,True
257,True
258,True
259,True
260,True
261,True
262,True
263,True
264,True
265,True
266,True
267,True
268,True
269,True
270,True
271,True
272,True
273,True
274,False
275,False
276,False
277,False
278,True
279,True
280,True
281,True
282,False
283,False
284,False
285,False
286,False
287,False
288,False
289,False
290,False
291,False
292,False
293,False
294,False
295,False
296,False
297,False
298,False
299,False
300,False
301,False
302,False
303,True
304,True
305,False
306,False
307,False
308,False
309,False
310,False
311,True
312,True
313,False
314,True
315,True
316,True
317,False
318,True
319,True
320,True
321,False
322,True
323,True
324,True
325,False
326,True
327,True
328,True
329,False
330,False
331,False
332,False
333,False
334,True
335,True
336,True
337,False
338,False
339,False
340,False
341,False
