source,destination
35,161
53,197
17,122
56,202
19,128
0,5
8,73
3,31
9,81
12,98
6,57
4,39
11,87
14,104
1,15
7,65
26,142
33,157
13,99
50,191
0,7
8,75
34,158
51,192
3,33
40,171
6,59
4,41
14,106
1,17
24,138
7,67
2,25
41,172
13,101
47,185
0,0
31,152
3,26
38,167
9,76
12,93
15,110
48,186
1,10
6,61
4,43
14,108
37,165
18,124
7,69
10,86
21,132
45,181
17,119
55,200
29,148
44,179
0,2
3,28
9,78
12,95
15,112
6,54
28,146
4,36
46,182
52,195
1,12
7,62
18,126
36,162
2,20
25,141
32,155
5,46
35,160
53,196
42,175
17,121
22,135
43,176
39,169
3,30
9,80
12,97
6,56
4,38
1,14
49,189
7,64
2,22
11,89
33,156
5,48
20,131
23,136
56,203
40,170
16,115
6,58
27,145
4,40
1,16
7,66
10,83
30,150
2,24
11,91
5,50
47,184
54,199
13,103
38,166
15,109
51,193
8,70
16,117
1,9
18,123
24,139
7,68
10,85
45,180
5,52
17,118
31,153
12,94
15,111
52,194
8,72
0,4
4,35
1,11
18,125
2,19
25,140
5,45
17,120
22,134
29,149
50,190
15,113
19,129
0,6
8,74
1,13
3,32
18,127
36,163
2,21
11,88
14,105
5,47
20,130
26,143
13,100
43,177
16,114
0,8
27,144
34,159
3,34
10,82
6,60
2,23
4,42
11,90
14,107
37,164
5,49
54,198
23,137
13,102
41,173
44,178
0,1
16,116
3,27
9,77
6,53
10,84
30,151
48,187
11,92
5,51
32,154
21,133
42,174
55,201
0,3
8,71
39,168
3,29
9,79
12,96
28,147
6,55
2,18
4,37
46,183
49,188
5,44
7,63
