0,0,0
0,1,1
0,2,2
1,0,3
1,1,4
1,2,5
2,0,6
2,1,7
2,2,8
3,0,9
3,1,10
3,2,11
4,0,12
4,1,13
4,2,14
5,0,15
5,1,16
5,2,17
6,0,18
6,1,19
6,2,20
7,0,21
7,1,22
7,2,23
8,0,24
8,1,25
8,2,26
9,0,27
9,1,28
9,2,29
10,0,30
10,1,31
10,2,32
11,0,33
11,1,34
11,2,35
12,0,36
12,1,37
12,2,38
13,0,39
13,1,40
13,2,41
14,0,42
14,1,43
14,2,44
15,0,45
15,1,46
15,2,47
16,0,48
16,1,49
16,2,50
17,0,51
17,1,52
17,2,53
18,0,54
18,1,55
18,2,56
19,0,57
19,1,58
19,2,59
20,0,60
20,1,61
20,2,62
21,0,63
21,1,64
21,2,65
22,0,66
22,1,67
22,2,68
23,0,69
23,1,70
23,2,71
24,0,72
24,1,73
24,2,74
25,0,75
25,1,76
25,2,77
26,0,78
26,1,79
26,2,80
27,0,81
27,1,82
27,2,83
28,0,84
28,1,85
28,2,86
29,0,87
29,1,88
29,2,89
30,0,90
30,1,91
30,2,92
31,0,93
31,1,94
32,0,95
32,1,96
32,2,97
32,3,98
32,4,99
32,5,100
32,6,101
32,7,102
32,8,103
32,9,104
32,10,105
32,11,106
32,12,107
32,13,108
32,14,109
32,15,110
32,16,111
32,17,112
32,18,113
32,19,114
32,20,115
32,21,116
32,22,117
32,23,118
32,24,119
32,25,120
32,26,121
32,27,122
32,28,123
32,29,124
32,30,125
32,31,126
33,0,127
33,1,128
33,2,129
33,3,130
33,4,131
33,5,132
33,6,133
33,7,134
33,8,135
33,9,136
33,10,137
33,11,138
33,12,139
33,13,140
33,14,141
33,15,142
33,16,143
33,17,144
33,18,145
33,19,146
33,20,147
33,21,148
33,22,149
33,23,150
33,24,151
33,25,152
33,26,153
33,27,154
33,28,155
33,29,156
33,30,157
33,31,158
