0,0,0
0,1,1
1,0,2
1,1,3
2,0,4
2,1,5
3,0,6
3,1,7
4,0,8
4,1,9
5,0,10
5,1,11
6,0,12
6,1,13
7,0,14
7,1,15
8,0,16
8,1,17
9,0,18
9,1,19
9,2,20
9,3,21
9,4,22
9,5,23
9,6,24
9,7,25
9,8,26
10,0,27
10,1,28
10,2,29
10,3,30
10,4,31
10,5,32
10,6,33
10,7,34
10,8,35
11,0,36
11,1,37
11,2,38
11,3,39
11,4,40
11,5,41
11,6,42
11,7,43
11,8,44
12,0,45
12,1,46
12,2,47
12,3,48
12,4,49
12,5,50
12,6,51
12,7,52
12,8,53
13,0,54
13,1,55
13,2,56
13,3,57
13,4,58
13,5,59
13,6,60
13,7,61
13,8,62
14,0,63
14,1,64
14,2,65
14,3,66
14,4,67
14,5,68
14,6,69
14,7,70
14,8,71
15,0,72
15,1,73
15,2,74
15,3,75
15,4,76
15,5,77
15,6,78
15,7,79
15,8,80
16,0,81
16,1,82
16,2,83
16,3,84
16,4,85
16,5,86
16,6,87
16,7,88
16,8,89
