source,destination
27,105
24,97
27,114
27,123
30,174
8,64
30,183
28,131
0,5
10,70
28,140
3,31
6,48
1,15
27,107
27,116
30,176
8,66
30,185
28,133
0,7
3,24
28,142
11,71
29,162
6,50
4,32
1,8
5,39
7,58
15,80
27,109
18,85
27,118
30,169
25,100
30,178
28,126
0,0
29,155
9,67
28,135
30,187
3,26
22,94
28,144
29,164
6,52
4,34
1,10
13,76
16,81
27,111
27,120
30,171
8,61
29,148
28,128
30,180
20,90
0,2
29,157
28,137
30,189
3,28
29,166
23,95
28,146
4,36
7,53
1,12
2,20
27,104
27,113
27,122
30,173
8,63
29,150
28,130
30,182
21,91
28,139
29,159
3,30
6,47
29,168
4,38
7,55
1,14
2,22
27,106
27,115
30,175
29,152
28,132
14,78
30,184
29,161
6,49
7,57
5,41
27,108
27,117
25,99
30,177
12,74
28,125
29,154
28,134
30,186
3,25
29,163
6,51
4,33
1,9
7,59
13,75
19,88
2,17
5,43
27,110
30,170
29,147
28,127
30,179
20,89
29,156
26,102
29,165
0,4
4,35
10,69
1,11
17,84
2,19
27,103
5,45
30,172
24,98
29,149
27,124
29,158
6,46
8,65
0,6
7,54
28,141
1,13
2,21
15,79
29,151
14,77
21,92
29,160
22,93
7,56
28,143
11,72
2,23
5,40
12,73
18,86
27,119
29,153
8,60
0,1
30,188
9,68
28,136
3,27
28,145
19,87
2,16
5,42
16,82
27,112
27,121
26,101
8,62
30,181
28,129
0,3
30,190
28,138
17,83
3,29
29,167
23,96
2,18
4,37
5,44
