source,destination
1,31
1,40
1,49
3,77
2,57
0,5
3,86
2,66
0,14
3,95
2,75
0,23
4,103
1,33
1,42
1,51
3,79
2,59
0,7
3,88
2,68
0,16
3,97
1,26
1,35
1,44
2,52
0,0
3,81
2,61
0,9
3,90
3,99
1,28
1,37
1,46
2,54
0,2
3,83
3,92
4,100
1,30
1,39
3,76
2,56
3,85
3,94
4,102
0,25
1,32
3,78
3,87
2,70
0,18
4,104
5,105
3,80
3,89
2,63
0,11
2,72
0,20
5,107
1,48
3,82
0,4
2,65
0,13
2,74
0,22
5,109
1,41
1,50
2,58
0,6
2,67
0,15
3,96
0,24
1,34
1,43
2,60
0,8
2,69
0,17
3,98
1,27
1,36
1,45
2,53
0,1
2,62
0,10
3,91
2,71
0,19
5,106
1,29
1,38
1,47
2,55
0,3
3,84
2,64
0,12
3,93
2,73
0,21
4,101
5,108
