index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,True,True
11,True,False,False
12,False,True,True
13,True,False,False
14,True,False,True
15,False,False,False
16,False,False,True
17,True,False,False
18,False,False,True
19,True,False,False
20,False,False,True
21,True,False,False
22,False,False,True
23,False,False,False
24,False,False,False
25,False,False,False
26,False,False,True
27,False,False,False
28,False,True,False
29,False,False,False
30,True,False,False
31,False,False,False
32,False,False,False
33,False,False,True
34,False,False,False
35,False,True,False
36,False,False,False
37,False,False,False
38,True,False,False
39,False,False,False
40,False,False,False
41,False,False,False
42,False,False,True
43,False,False,False
44,False,False,True
45,False,False,False
46,False,False,True
47,False,False,False
48,True,False,False
49,False,False,False
50,False,False,False
51,False,False,False
52,False,False,False
53,False,True,False
54,False,False,False
55,False,False,True
56,False,False,False
57,False,True,False
58,False,False,False
59,False,False,True
60,False,False,False
61,False,False,False
62,False,False,False
63,False,False,False
64,True,False,False
65,False,False,False
66,False,False,True
67,False,False,False
68,False,False,False
69,False,False,True
70,False,False,False
71,False,False,False
72,False,False,False
73,False,False,False
74,False,False,False
75,False,False,False
76,True,True,False
77,False,False,True
78,False,False,True
79,False,False,False
80,False,False,False
81,False,False,False
82,False,False,False
83,False,False,False
84,True,False,False
85,False,True,False
86,False,False,False
87,False,False,False
88,False,False,False
89,False,False,False
90,True,False,False
91,False,False,False
92,False,True,False
93,False,False,False
94,False,False,False
95,False,False,False
96,False,False,False
97,False,False,False
98,False,False,False
99,False,False,True
100,False,True,False
101,False,False,False
102,False,False,False
103,True,False,False
104,False,False,False
105,False,False,False
106,False,False,True
107,False,False,False
108,False,False,False
109,False,False,False
110,False,False,False
111,False,False,False
112,False,False,False
113,True,False,False
114,False,False,False
115,False,False,False
116,False,False,False
117,False,False,False
118,False,True,False
119,False,False,False
120,False,False,False
121,False,False,True
122,True,False,False
123,False,False,False
124,False,False,False
125,False,False,False
126,False,False,False
127,False,False,False
128,False,False,False
129,False,False,False
130,False,False,False
131,False,True,False
