source,destination
2,39
3,77
0,5
9,127
10,134
4,94
3,49
4,103
2,32
2,41
3,70
9,129
4,87
11,135
1,8
4,96
4,105
7,122
2,25
2,34
2,43
3,72
8,123
0,0
4,89
11,137
6,116
1,10
4,98
4,107
2,27
2,36
3,65
3,74
8,125
0,2
4,82
4,91
6,118
4,100
4,109
2,20
2,29
3,58
2,38
3,67
3,76
4,84
4,93
4,102
7,119
2,13
2,22
3,51
2,31
5,112
3,60
2,40
3,69
9,128
4,86
1,7
4,95
4,104
7,121
2,15
2,24
3,53
2,33
5,114
3,62
2,42
3,71
4,79
9,130
4,88
6,115
1,9
4,97
10,131
4,106
2,17
3,46
2,26
3,55
2,35
3,64
3,73
4,110
4,81
4,90
0,4
1,11
4,99
10,133
2,19
3,48
2,28
3,57
2,37
3,66
3,75
4,101
4,83
4,92
2,12
2,21
3,50
2,30
5,111
3,59
3,68
4,85
1,6
7,120
2,14
11,136
2,23
3,52
5,113
3,61
2,44
4,78
8,124
0,1
2,16
11,138
6,117
3,45
3,54
4,108
3,63
4,80
8,126
0,3
10,132
2,18
3,47
3,56
