source,destination
13,88
15,94
16,102
8,64
0,5
10,70
3,31
11,78
6,57
1,15
4,48
15,96
0,7
3,33
4,41
7,58
1,17
2,25
0,0
9,67
0,9
14,90
3,35
1,10
7,60
4,43
1,19
13,85
2,27
5,53
16,99
0,2
9,69
11,75
14,92
3,37
6,54
1,12
4,45
2,20
13,87
2,29
8,63
12,79
3,30
6,56
10,72
1,14
4,47
2,22
12,81
15,98
4,40
1,16
2,24
5,50
9,66
12,83
14,89
7,59
1,18
2,26
5,52
16,101
0,4
1,11
7,61
11,77
3,39
2,28
15,95
16,103
8,65
0,6
10,71
1,13
3,32
2,21
4,49
12,80
15,97
0,8
10,73
3,34
2,23
4,42
13,84
12,82
0,1
9,68
11,74
14,91
3,36
4,44
5,51
13,86
16,100
8,62
0,3
11,76
14,93
3,38
6,55
4,46
