source,destination
6,18
31,93
28,85
31,102
32,131
31,111
24,72
31,120
32,140
21,64
26,78
32,149
6,20
17,51
19,57
16,49
31,95
32,124
12,36
31,104
32,133
9,28
14,42
31,113
24,74
31,122
32,142
32,151
26,80
7,21
17,53
22,67
19,59
0,0
15,46
31,97
32,126
12,38
31,106
32,135
31,115
14,44
8,25
32,144
25,75
32,153
10,31
7,23
3,10
0,2
5,16
31,99
32,128
31,108
1,3
32,137
32,146
25,77
30,91
23,70
31,92
31,101
32,130
31,110
1,5
18,55
32,139
32,148
11,34
29,88
4,13
31,94
32,123
31,103
27,81
32,132
2,6
24,73
32,141
20,60
17,52
22,66
13,39
15,45
31,96
32,125
12,37
27,83
32,134
2,8
8,24
10,30
31,117
20,62
22,68
3,9
13,41
15,47
32,127
32,136
28,84
8,26
25,76
30,90
10,32
31,119
21,63
6,19
23,69
3,11
16,48
32,129
1,4
18,54
28,86
9,27
31,112
31,121
11,33
21,65
26,79
32,150
23,71
29,87
4,12
19,58
16,50
18,56
31,105
9,29
14,43
31,114
32,143
11,35
32,152
7,22
29,89
4,14
0,1
5,15
27,82
31,98
2,7
31,107
31,116
20,61
32,145
13,40
5,17
31,100
31,109
32,138
31,118
32,147
