index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,False
3,True,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,True,False,True
11,False,False,False
12,False,True,True
13,True,False,False
14,False,False,True
15,True,False,False
16,False,False,True
17,True,False,False
18,False,False,True
19,True,False,False
20,False,False,True
21,True,False,False
22,False,True,True
23,True,False,False
24,True,False,False
25,False,False,False
26,True,False,False
27,False,False,False
28,False,False,True
29,True,True,False
30,False,False,False
31,False,False,False
32,False,False,False
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,False,True
42,False,False,True
43,False,False,False
44,False,False,False
45,False,False,False
46,False,False,False
47,False,False,False
48,False,False,False
49,False,False,True
50,False,False,False
51,False,False,False
52,False,False,False
53,False,False,False
54,False,False,False
55,True,True,False
56,False,False,True
57,False,False,False
58,False,False,False
59,False,True,False
60,False,False,True
61,False,False,False
62,False,False,False
63,False,False,False
64,False,False,False
65,False,False,False
66,False,False,False
67,False,False,False
68,False,False,False
69,True,False,False
70,False,False,True
71,False,False,False
72,False,False,False
73,False,False,False
74,False,False,False
75,False,False,False
76,False,False,False
77,True,False,False
78,False,False,True
79,False,True,False
80,False,False,False
81,False,False,False
82,False,False,False
83,False,False,False
84,False,False,True
85,False,False,False
86,False,False,False
87,False,False,True
88,True,False,False
89,False,False,False
90,False,False,False
91,False,False,False
92,False,False,False
93,False,False,False
94,False,False,False
95,False,False,False
96,False,False,False
97,False,True,False
98,False,False,True
99,False,False,True
100,False,False,False
101,False,False,False
102,False,False,False
103,False,False,False
104,False,False,False
105,False,False,False
106,False,True,False
107,False,False,False
108,True,False,False
109,False,False,False
110,False,False,False
111,False,False,False
112,False,False,True
113,False,False,False
114,False,False,False
115,False,False,False
116,False,False,False
117,False,False,False
118,False,False,False
119,False,True,False
120,True,False,False
121,False,False,False
122,False,False,False
123,False,False,False
124,False,False,False
125,False,False,True
126,False,False,True
127,False,False,False
128,False,False,False
129,True,False,False
130,False,False,False
131,False,True,False
132,False,False,True
133,False,False,False
134,False,False,False
135,False,False,False
136,False,False,False
137,False,False,False
138,False,False,False
139,False,False,False
140,False,False,True
141,True,False,False
142,False,False,False
143,False,True,False
144,False,False,False
145,False,False,False
146,False,False,False
147,False,False,False
148,False,False,False
149,False,False,False
150,False,False,True
151,False,False,False
152,False,False,False
153,False,False,False
154,False,False,True
155,False,False,False
156,False,False,False
157,False,False,False
158,False,False,False
159,False,False,False
160,False,False,False
161,False,False,False
162,False,False,False
163,False,False,False
164,False,False,True
165,False,False,False
166,False,True,False
167,True,False,False
168,False,False,True
169,False,True,False
170,False,False,False
171,False,False,False
172,False,False,False
173,False,False,False
174,False,False,False
175,True,False,True
176,False,False,False
177,False,False,False
178,False,False,False
179,False,False,False
180,False,False,False
181,False,False,False
182,False,False,True
183,False,False,False
184,False,False,False
185,False,False,False
186,False,False,False
187,False,False,False
188,True,False,False
189,False,True,False
190,False,False,False
191,False,False,False
192,False,False,False
193,False,False,False
194,False,False,False
195,False,False,False
196,False,False,True
197,False,False,False
198,False,False,False
199,False,False,False
200,False,False,False
201,False,False,False
202,False,False,False
203,False,False,False
204,False,False,False
205,False,False,False
206,True,False,False
207,False,False,False
208,False,True,False
209,False,False,False
