source,destination
18,72
18,81
10,43
3,13
2,11
15,60
21,110
18,74
19,103
18,83
7,28
11,44
17,69
3,15
5,21
15,62
8,32
18,76
19,105
18,85
7,30
11,46
17,71
0,0
5,23
8,34
19,98
18,78
10,40
19,107
18,87
6,27
0,2
4,18
20,108
12,49
16,65
19,91
19,100
18,80
10,42
14,58
18,89
3,12
13,53
1,5
16,67
19,93
18,73
9,37
19,102
18,82
17,68
3,14
13,55
15,61
1,7
21,111
19,95
18,75
9,39
19,104
11,45
6,24
15,63
2,8
8,33
19,97
19,106
11,47
6,26
4,17
16,64
2,10
19,90
8,35
12,51
19,99
14,57
4,19
13,52
1,4
5,20
16,66
19,92
9,36
19,101
14,59
18,84
7,29
13,54
17,70
1,6
5,22
19,94
9,38
18,77
18,86
7,31
0,1
12,48
19,96
6,25
18,79
10,41
18,88
4,16
0,3
2,9
20,109
12,50
14,56
