source,destination
6,82
4,64
2,39
7,90
10,107
11,115
5,74
0,5
1,15
3,49
1,24
4,57
6,84
2,32
2,41
7,92
10,109
5,67
0,7
3,42
1,17
1,26
6,77
4,59
8,96
2,34
7,94
5,69
0,0
0,9
3,44
1,19
8,98
4,61
2,36
7,87
11,112
5,71
0,2
1,21
8,100
2,29
2,38
10,106
11,114
5,73
1,14
1,23
3,51
2,31
9,101
2,40
10,108
5,66
5,75
1,16
1,25
3,53
2,33
9,103
6,79
5,68
0,11
1,18
3,46
8,97
3,55
2,35
9,105
6,81
4,63
11,111
5,70
7,89
0,4
0,13
1,20
3,48
2,28
8,99
2,37
4,56
6,83
4,65
11,113
7,91
0,6
3,50
2,30
6,76
4,58
6,85
7,93
10,110
0,8
3,43
3,52
9,102
1,27
6,78
4,60
7,86
7,95
0,1
0,10
3,45
3,54
9,104
6,80
4,62
7,88
5,72
0,3
0,12
3,47
1,22
