source,destination
24,97
8,55
45,138
0,5
11,69
3,31
31,111
5,37
1,15
15,78
25,98
10,63
42,132
0,7
3,24
22,92
11,71
29,107
4,32
1,8
5,39
13,74
46,141
18,85
36,121
9,58
20,88
0,0
3,26
6,43
4,34
7,51
43,135
1,10
27,102
16,81
34,117
8,52
37,122
9,60
0,2
17,82
3,28
6,45
23,95
41,131
4,36
1,12
44,136
2,20
24,96
30,109
48,145
8,54
14,76
32,112
21,91
11,68
3,30
31,110
38,125
1,14
2,22
39,126
28,105
8,56
12,72
45,139
29,106
35,119
7,48
10,65
19,86
5,41
36,120
25,99
9,57
26,100
3,25
6,42
33,115
4,33
7,50
43,134
1,9
13,75
2,17
16,80
34,116
40,129
9,59
20,89
6,44
23,94
41,130
47,143
0,4
4,35
1,11
2,19
27,103
30,108
48,144
37,123
9,61
21,90
6,46
10,62
0,6
11,70
1,13
44,137
5,38
2,21
28,104
46,140
15,79
18,84
14,77
32,113
35,118
7,47
10,64
42,133
22,93
2,23
5,40
39,127
12,73
33,114
0,1
7,49
10,66
3,27
19,87
2,16
40,128
8,53
26,101
47,142
0,3
11,67
17,83
3,29
2,18
38,124
