index,is_in_good_operators
0,True
1,True
2,True
3,True
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,True
17,True
18,True
19,False
20,False
21,False
22,False
23,False
24,True
25,True
26,True
27,False
28,True
29,True
30,True
31,False
32,True
33,True
34,True
35,False
36,False
37,False
38,False
39,False
40,True
41,True
42,True
43,False
44,False
45,False
46,False
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,True
57,True
58,True
59,False
60,False
61,False
62,False
63,False
64,True
65,True
66,True
67,False
68,True
69,True
70,True
71,False
72,True
73,True
74,True
75,False
76,False
77,False
78,False
79,False
80,True
81,True
82,True
83,False
84,True
85,True
86,True
87,False
88,True
89,True
90,True
91,False
92,True
93,True
94,True
95,False
96,False
97,False
98,False
99,False
100,True
101,True
102,True
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,True
117,True
118,True
119,False
120,False
121,False
122,False
123,False
124,True
125,True
126,True
127,False
128,True
129,True
130,True
131,False
132,True
133,True
134,True
135,False
136,False
137,False
138,False
139,False
140,True
141,True
142,True
143,False
144,False
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,False
155,False
156,False
157,False
158,True
159,False
160,False
161,False
162,False
163,False
