source,destination
13,88
15,94
8,64
0,5
10,70
3,31
11,78
6,57
4,39
1,15
15,96
0,7
3,33
4,41
7,58
1,17
2,25
0,0
9,67
14,90
3,35
1,10
7,60
4,43
13,85
5,53
0,2
9,69
3,28
11,75
14,92
6,54
4,36
1,12
2,20
13,87
5,46
8,63
12,79
3,30
6,56
4,38
10,72
1,14
2,22
5,48
12,81
15,98
4,40
1,16
2,24
5,50
9,66
12,83
14,89
1,9
7,59
2,26
5,52
0,4
1,11
7,61
11,77
2,19
5,45
15,95
8,65
0,6
10,71
1,13
3,32
2,21
5,47
12,80
15,97
0,8
10,73
3,34
2,23
4,42
5,49
13,84
12,82
0,1
9,68
3,27
11,74
14,91
4,44
5,51
13,86
8,62
0,3
3,29
11,76
14,93
6,55
2,18
4,37
