index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,False,True
4,False,False
5,False,False
6,True,False
7,False,False
8,False,False
9,False,False
10,False,False
11,False,True
12,True,False
13,False,False
14,False,False
15,False,False
16,False,False
17,False,False
18,False,False
19,False,False
20,False,True
21,True,False
22,False,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,False
28,False,True
29,False,False
30,False,False
31,True,False
32,False,False
33,False,False
34,False,False
35,True,False
36,False,False
37,False,True
38,False,False
39,False,False
40,False,False
41,False,False
42,False,False
43,False,False
44,False,False
45,False,True
46,True,False
47,False,False
48,False,False
49,False,False
50,False,False
51,True,False
52,False,False
53,False,False
54,False,True
55,False,False
56,False,False
57,True,False
58,False,False
59,False,False
60,False,False
61,False,False
62,True,False
63,False,False
64,False,False
65,True,False
66,False,False
67,True,False
68,False,False
69,False,False
70,False,False
71,True,False
72,False,False
73,False,False
74,True,False
75,False,False
76,False,False
