source,destination
13,88
8,64
0,5
9,72
11,78
14,95
4,39
1,15
1,24
13,90
8,66
0,7
3,33
6,50
11,80
14,97
4,41
7,58
1,17
13,92
0,0
12,84
0,9
3,35
6,52
7,60
4,43
1,19
2,27
0,2
9,69
12,86
3,37
6,54
1,21
2,29
5,46
8,63
9,71
14,94
4,38
1,14
1,23
13,89
2,31
5,48
15,98
14,96
4,40
7,57
10,74
1,16
11,82
1,25
12,83
15,100
6,51
0,11
7,59
10,76
1,18
2,26
12,85
15,102
0,4
7,61
1,20
2,28
5,45
12,87
8,65
0,6
1,13
3,32
11,79
2,30
5,47
13,91
8,67
0,8
7,56
10,73
3,34
11,81
4,42
5,49
15,99
0,1
9,68
0,10
10,75
3,36
6,53
15,101
8,62
0,3
9,70
0,12
10,77
14,93
6,55
5,44
1,22
