source,destination
35,143
6,18
35,152
33,100
34,129
35,161
31,93
28,85
34,101
24,72
35,136
21,64
26,78
35,145
6,20
34,122
17,51
35,154
34,131
35,163
19,57
16,49
31,95
12,36
9,28
14,42
24,74
35,138
26,80
32,96
35,147
7,21
34,124
17,53
22,67
35,156
34,133
35,165
19,59
0,0
15,46
12,38
14,44
8,25
25,75
35,140
10,31
34,117
35,149
7,23
34,126
35,158
35,167
3,10
0,2
5,16
1,3
25,77
30,91
34,110
35,142
34,119
33,99
35,151
34,128
35,160
23,70
1,5
18,55
34,103
35,135
34,112
35,144
11,34
34,121
35,153
34,130
29,88
4,13
31,94
27,81
2,6
24,73
34,105
35,137
34,114
20,60
35,146
34,123
17,52
22,66
32,98
34,132
13,39
15,45
12,37
27,83
2,8
8,24
34,107
35,139
10,30
34,116
20,62
35,148
34,125
22,68
34,134
3,9
13,41
15,47
28,84
8,26
25,76
30,90
34,109
35,141
10,32
34,118
21,63
34,127
6,19
23,69
3,11
35,162
16,48
1,4
18,54
28,86
34,102
9,27
30,92
34,111
11,33
34,120
21,65
26,79
23,71
29,87
35,155
4,12
35,164
19,58
16,50
18,56
34,104
9,29
14,43
34,113
11,35
32,97
7,22
29,89
35,157
4,14
35,166
0,1
5,15
27,82
2,7
34,106
34,115
20,61
35,150
13,40
35,159
35,168
5,17
34,108
