0,0,0
0,1,1
0,2,2
0,3,3
0,4,4
0,5,5
0,6,6
0,7,7
1,0,8
1,1,9
1,2,10
1,3,11
1,4,12
1,5,13
1,6,14
1,7,15
2,0,16
2,1,17
2,2,18
2,3,19
2,4,20
2,5,21
2,6,22
2,7,23
3,0,24
3,1,25
3,2,26
3,3,27
3,4,28
3,5,29
3,6,30
3,7,31
4,0,32
4,1,33
4,2,34
4,3,35
4,4,36
4,5,37
4,6,38
4,7,39
5,0,40
5,1,41
5,2,42
5,3,43
5,4,44
5,5,45
5,6,46
6,0,47
6,1,48
6,2,49
6,3,50
6,4,51
6,5,52
6,6,53
7,0,54
7,1,55
8,0,56
8,1,57
9,0,58
9,1,59
10,0,60
10,1,61
11,0,62
11,1,63
12,0,64
12,1,65
13,0,66
13,1,67
14,0,68
14,1,69
15,0,70
15,1,71
16,0,72
16,1,73
17,0,74
17,1,75
18,0,76
18,1,77
19,0,78
19,1,79
20,0,80
20,1,81
21,0,82
21,1,83
22,0,84
22,1,85
23,0,86
23,1,87
24,0,88
24,1,89
25,0,90
25,1,91
26,0,92
26,1,93
26,2,94
26,3,95
26,4,96
26,5,97
26,6,98
26,7,99
26,8,100
26,9,101
26,10,102
26,11,103
26,12,104
26,13,105
26,14,106
26,15,107
26,16,108
26,17,109
26,18,110
26,19,111
27,0,112
27,1,113
27,2,114
27,3,115
27,4,116
27,5,117
27,6,118
27,7,119
27,8,120
27,9,121
27,10,122
27,11,123
27,12,124
27,13,125
27,14,126
27,15,127
27,16,128
27,17,129
27,18,130
27,19,131
28,0,132
28,1,133
28,2,134
28,3,135
28,4,136
28,5,137
28,6,138
28,7,139
28,8,140
28,9,141
28,10,142
28,11,143
28,12,144
28,13,145
28,14,146
28,15,147
28,16,148
28,17,149
28,18,150
28,19,151
29,0,152
29,1,153
29,2,154
29,3,155
29,4,156
29,5,157
29,6,158
29,7,159
29,8,160
29,9,161
29,10,162
29,11,163
29,12,164
29,13,165
29,14,166
29,15,167
29,16,168
29,17,169
29,18,170
29,19,171
30,0,172
30,1,173
30,2,174
30,3,175
30,4,176
30,5,177
30,6,178
30,7,179
30,8,180
30,9,181
30,10,182
30,11,183
30,12,184
30,13,185
30,14,186
30,15,187
30,16,188
30,17,189
30,18,190
30,19,191
