source,destination
6,18
27,105
28,122
28,131
24,72
21,64
26,78
6,20
17,51
28,115
19,57
28,124
16,49
28,133
12,36
9,28
14,42
24,74
27,100
7,21
17,53
22,67
28,117
19,59
28,126
0,0
15,46
12,38
14,44
8,25
27,93
25,75
27,102
10,31
7,23
28,110
28,119
3,10
28,128
0,2
5,16
1,3
27,86
27,95
25,77
27,104
28,112
23,70
28,121
28,130
1,5
18,55
27,88
27,97
27,106
11,34
28,114
28,123
4,13
28,132
27,81
2,6
24,73
27,90
27,99
20,60
28,107
17,52
22,66
28,116
28,125
13,39
15,45
12,37
27,83
2,8
8,24
27,92
27,101
10,30
20,62
28,109
22,68
28,118
3,9
28,127
13,41
15,47
27,85
8,26
27,94
25,76
27,103
10,32
21,63
28,111
6,19
23,69
28,120
3,11
16,48
1,4
18,54
27,87
27,96
9,27
11,33
21,65
26,79
28,113
23,71
4,12
19,58
16,50
27,80
18,56
27,89
27,98
9,29
14,43
11,35
7,22
4,14
0,1
5,15
27,82
2,7
27,91
20,61
28,108
13,40
28,129
5,17
27,84
