source,destination
18,72
32,156
24,97
10,43
33,164
34,193
33,173
3,13
33,182
22,90
33,191
2,11
32,131
15,60
32,140
32,149
18,74
32,158
24,99
7,28
28,115
11,44
33,166
33,175
30,121
17,69
3,15
33,184
5,21
29,116
15,62
32,133
32,142
8,32
32,151
27,109
7,30
25,100
11,46
33,168
33,177
30,123
17,71
0,0
5,23
23,93
29,118
32,135
32,144
35,195
8,34
32,153
27,111
10,40
33,161
25,102
33,170
20,81
6,27
0,2
4,18
23,95
32,128
32,137
12,49
16,65
32,146
32,155
24,96
10,42
28,112
14,58
33,163
34,192
33,172
20,83
3,12
22,89
26,105
13,53
32,130
1,5
32,139
16,67
32,148
18,73
9,37
28,114
33,165
30,120
17,68
3,14
21,84
22,91
26,107
13,55
32,132
15,61
1,7
19,77
33,186
32,141
18,75
27,108
9,39
31,124
11,45
6,24
30,122
21,86
23,92
33,179
32,134
15,63
33,188
19,79
2,8
35,194
8,33
27,110
31,126
11,47
20,80
6,26
4,17
23,94
33,181
32,136
33,190
16,64
2,10
8,35
12,51
14,57
32,157
20,82
24,98
4,19
13,52
26,104
33,174
32,129
33,183
1,4
5,20
16,66
9,36
32,150
28,113
14,59
32,159
7,29
33,167
26,106
13,54
33,176
17,70
33,185
1,6
19,76
5,22
29,117
32,143
9,38
32,152
33,160
21,85
7,31
25,101
33,169
33,178
0,1
33,187
19,78
29,119
12,48
32,145
31,125
32,154
6,25
10,41
33,162
21,87
4,16
25,103
33,171
33,180
0,3
22,88
33,189
2,9
32,138
12,50
32,147
31,127
14,56
