index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,False,False
4,False,False
5,False,False
6,True,False
7,False,False
8,False,False
9,False,False
10,False,False
11,False,False
12,False,False
13,True,False
14,False,False
15,False,False
16,False,False
17,False,False
18,False,False
19,False,False
20,True,False
21,False,False
22,True,False
23,False,False
24,False,False
25,False,False
26,False,False
27,False,False
28,False,False
29,False,False
30,False,False
31,False,False
32,False,False
33,True,False
34,False,False
35,False,False
36,False,False
37,False,False
38,True,False
39,False,False
40,False,False
41,False,False
42,False,False
43,False,False
44,True,False
45,False,False
46,False,False
47,False,False
48,False,False
49,False,False
50,False,False
51,True,False
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,False,False
63,False,False
64,False,False
65,True,False
66,False,False
67,False,False
68,False,False
69,False,False
70,False,False
71,True,False
72,False,False
73,False,False
74,False,False
75,False,False
76,False,False
77,True,False
78,False,False
79,False,False
80,True,False
81,False,False
82,False,False
83,True,False
84,False,False
85,False,False
86,True,False
87,False,False
88,False,False
89,True,False
90,False,False
91,False,False
92,False,False
93,True,False
94,False,False
95,True,False
96,False,False
97,True,False
98,False,False
99,True,False
100,False,False
101,True,False
102,False,False
103,True,False
104,False,False
105,True,False
106,False,False
107,True,False
108,False,False
109,True,False
110,False,False
111,True,False
112,False,True
113,True,False
114,False,False
115,True,False
116,False,False
117,True,False
118,False,True
119,True,False
120,False,False
121,True,False
122,False,False
123,True,False
124,False,False
125,True,False
126,False,False
127,True,False
128,False,False
129,True,False
130,False,True
131,True,False
132,False,False
133,True,False
134,True,False
135,False,False
136,True,False
137,False,False
138,True,False
139,False,False
140,True,False
141,False,False
142,True,False
143,False,False
144,True,False
145,False,False
146,False,False
147,True,False
148,False,False
149,True,False
150,False,False
151,True,False
152,False,False
153,True,False
154,False,False
155,True,False
156,False,False
157,True,False
158,False,False
159,True,False
160,False,False
161,True,False
162,False,False
163,True,False
164,False,False
165,True,False
166,False,False
167,True,False
168,False,False
169,True,False
