index,is_in_good_operators
0,True
1,False
2,True
3,True
4,True
5,True
6,True
7,True
8,False
9,False
10,False
11,False
12,True
13,False
14,True
15,True
16,False
17,True
18,True
19,False
20,False
21,False
22,True
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,False
33,False
34,False
35,False
36,True
37,False
38,True
39,True
40,False
41,True
42,True
43,False
44,True
45,False
46,True
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,True
56,True
57,False
58,True
59,False
60,True
61,True
62,True
63,False
64,False
65,False
66,True
67,True
68,False
69,False
70,True
71,True
72,False
73,False
74,False
75,False
76,False
77,False
78,False
79,True
80,False
81,False
82,False
83,False
84,True
85,True
86,False
87,True
88,True
89,True
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,True
122,False
123,False
124,False
125,False
126,False
127,False
128,True
129,False
130,False
131,True
132,True
133,False
134,True
135,True
136,True
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,False
145,False
146,False
147,True
148,True
149,False
150,True
151,True
152,True
153,False
154,False
155,True
156,True
157,True
158,False
159,False
160,True
161,False
162,False
163,False
164,False
165,False
166,False
167,False
168,False
169,False
170,False
171,False
172,False
173,False
174,True
175,True
176,False
177,False
178,True
179,True
180,False
181,True
182,False
183,False
184,False
185,False
186,False
187,False
188,True
189,False
190,False
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,False
