source,destination
31,191
31,200
21,80
26,94
27,114
8,55
26,103
27,123
30,174
30,183
28,131
11,60
0,5
3,22
28,140
4,30
5,37
15,69
18,74
31,193
25,89
27,116
26,96
27,125
30,176
9,56
22,83
28,133
3,24
29,162
28,142
4,32
13,65
1,8
5,39
16,70
31,186
27,109
27,118
30,169
20,79
27,127
30,178
0,0
29,155
23,84
28,135
3,26
6,43
28,144
29,164
4,34
7,51
1,10
27,111
26,91
27,120
30,171
10,58
28,128
29,148
17,73
0,2
29,157
28,137
30,180
6,45
28,146
7,53
1,12
2,20
24,87
27,113
8,54
27,122
30,173
14,67
31,202
29,150
28,130
30,182
3,21
29,159
26,105
28,139
6,47
4,29
15,68
25,88
27,115
30,166
12,63
31,195
30,175
22,82
29,152
26,98
11,61
28,132
3,23
29,161
26,107
30,184
4,31
13,64
7,48
1,7
19,77
2,15
18,75
5,41
27,117
30,168
31,188
20,78
31,197
30,177
9,57
29,154
26,100
28,134
3,25
6,42
29,163
4,33
7,50
1,9
16,71
2,17
27,110
31,190
30,170
31,199
29,147
26,93
30,179
29,156
23,85
26,102
6,44
29,165
0,4
7,52
1,11
2,19
5,36
31,192
30,172
14,66
31,201
21,81
26,95
29,149
27,124
26,104
29,158
6,46
4,28
0,6
28,141
1,13
5,38
31,185
12,62
31,194
31,203
29,151
26,97
27,126
26,106
29,160
19,76
28,143
2,14
5,40
31,187
30,167
31,196
26,90
27,119
26,99
29,153
26,108
17,72
0,1
7,49
28,136
3,27
28,145
2,16
31,189
24,86
31,198
27,112
26,92
27,121
26,101
10,59
28,129
30,181
0,3
28,138
2,18
5,35
