index,is_in_good_operators
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,True
22,True
23,True
24,False
25,False
26,False
27,False
28,False
29,True
30,True
31,True
32,True
33,True
34,True
35,True
36,True
37,True
38,True
39,True
40,True
41,True
42,True
43,True
44,True
45,True
46,True
47,True
48,True
49,False
50,False
51,False
52,False
53,False
54,True
55,True
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
64,True
65,True
66,True
67,True
68,True
69,True
70,True
71,True
72,True
73,True
74,False
75,False
76,False
77,False
78,True
79,True
80,True
81,True
82,True
83,True
84,True
85,True
86,True
87,True
88,True
89,True
90,True
91,True
92,True
93,True
94,True
95,True
96,True
97,True
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,False
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,False
155,False
156,False
157,False
158,False
159,False
160,False
161,False
162,False
163,False
164,False
165,False
166,False
167,False
168,False
169,False
170,False
171,False
172,False
173,False
174,False
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,False
183,False
184,False
185,False
186,False
187,False
188,False
189,False
190,False
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,False
200,False
201,False
202,False
203,True
204,True
205,False
206,False
207,True
208,True
209,False
210,False
211,True
212,True
213,False
214,False
215,True
216,True
217,False
218,False
219,True
220,True
221,False
222,False
223,True
224,True
225,False
226,False
227,True
228,True
229,False
230,False
231,True
232,True
233,False
234,False
235,True
236,True
237,False
238,False
239,True
240,True
241,False
242,False
243,True
244,True
245,False
246,False
247,True
248,True
249,False
250,False
251,True
252,False
253,True
254,True
255,False
256,False
257,True
258,True
259,False
260,False
261,True
262,True
263,False
264,False
265,True
266,True
267,False
268,False
269,True
270,True
271,False
272,False
273,True
274,True
275,False
276,False
277,True
278,True
279,False
280,False
281,True
282,True
283,False
284,False
285,True
286,True
287,False
288,False
289,True
290,True
291,False
292,False
293,True
294,True
295,False
296,False
297,True
298,True
299,False
300,False
301,True
302,True
303,True
304,True
305,True
306,True
307,True
308,True
309,True
310,True
311,True
312,True
313,True
314,True
315,True
316,True
317,True
318,True
319,True
320,True
321,True
322,False
323,False
324,False
325,False
326,True
327,True
328,True
329,True
330,True
331,True
332,True
333,True
334,True
335,True
336,True
337,True
338,True
339,True
340,True
341,True
342,True
343,True
344,True
345,True
346,False
347,False
348,False
349,False
350,True
351,True
352,True
353,True
354,True
355,True
356,True
357,True
358,True
359,True
360,True
361,True
362,True
363,True
364,True
365,True
366,True
367,True
368,True
369,True
370,False
371,False
372,False
373,False
374,False
375,True
376,True
377,True
378,True
379,True
380,True
381,True
382,True
383,True
384,True
385,True
386,True
387,True
388,True
389,True
390,True
391,True
392,True
393,True
394,True
395,False
396,False
397,False
398,False
399,False
