source,destination
4,55
7,81
10,98
5,65
0,5
3,40
12,107
1,15
4,48
6,75
4,57
2,32
7,83
10,100
5,67
0,7
3,42
9,92
12,109
1,17
6,68
4,50
2,25
4,59
7,76
2,34
5,60
0,0
0,9
3,44
12,111
6,70
1,19
4,52
2,27
7,78
11,103
5,62
0,2
3,37
1,12
1,21
8,91
4,54
2,29
7,80
10,97
11,105
5,64
1,14
8,84
1,23
2,31
7,82
10,99
5,66
1,22
1,16
8,86
2,24
9,94
2,33
10,101
0,11
1,18
8,88
3,46
2,26
9,96
6,72
2,35
11,102
5,61
0,4
1,20
3,39
8,90
2,28
6,74
4,56
11,104
5,63
0,6
1,13
3,41
12,108
2,30
4,49
4,58
11,106
0,8
8,85
3,43
9,93
12,110
6,69
4,51
7,77
0,1
0,10
3,36
8,87
3,45
9,95
6,71
4,53
7,79
0,3
3,38
8,89
3,47
6,73
