source,destination
7,72
13,106
0,5
3,31
1,15
6,66
4,48
14,113
7,74
10,91
13,108
0,7
3,33
9,83
12,100
4,41
1,17
6,68
2,25
10,93
0,0
0,9
3,35
9,85
12,102
1,10
6,61
4,43
1,19
2,27
5,53
0,2
3,37
1,12
6,63
4,45
2,20
7,71
10,88
2,29
11,96
5,55
3,30
6,65
1,14
4,47
2,22
7,73
10,90
11,98
5,57
12,99
8,77
4,40
1,16
7,75
2,24
10,92
5,50
5,59
12,101
8,79
1,18
9,87
2,26
14,110
5,52
13,105
0,4
1,11
8,81
3,39
2,28
11,95
14,112
5,54
13,107
0,6
1,13
3,32
9,82
2,21
10,89
6,67
4,49
11,97
5,56
0,8
8,76
3,34
9,84
6,60
2,23
4,42
6,69
5,58
0,1
14,111
8,78
3,36
9,86
12,103
6,62
4,44
14,109
5,51
7,70
13,104
0,3
8,80
3,38
6,64
4,46
11,94
