source,destination
6,146
10,162
2,39
5,138
2,11
4,94
3,49
4,103
2,32
7,147
10,164
2,41
3,70
5,131
5,140
4,87
1,8
4,96
4,105
2,25
2,34
7,149
10,166
5,124
3,72
0,0
5,133
4,89
3,44
4,98
4,107
2,27
2,36
5,117
3,65
7,151
11,167
5,126
3,74
0,2
5,135
4,82
4,91
4,100
2,20
8,155
2,29
5,110
3,58
2,38
5,119
3,67
11,169
5,128
5,137
4,84
1,5
4,93
4,102
2,13
2,22
3,51
2,31
5,112
3,60
2,40
10,163
5,121
3,69
11,171
5,130
4,77
5,139
4,86
1,7
4,95
4,104
2,15
2,24
3,53
2,33
9,158
5,114
3,62
2,42
10,165
6,143
5,123
3,71
5,132
4,79
5,141
4,88
1,9
4,97
4,106
2,17
8,152
3,46
2,26
3,55
2,35
9,160
5,116
3,64
6,145
5,125
3,73
5,134
4,81
4,90
0,4
4,99
2,10
2,19
8,154
3,48
2,28
5,109
3,57
2,37
5,118
3,66
11,168
5,127
3,75
4,101
4,83
9,161
4,92
2,12
2,21
8,156
3,50
2,30
5,111
3,59
5,120
3,68
11,170
5,129
7,148
4,76
4,85
1,6
2,14
3,43
2,23
3,52
9,157
5,113
3,61
6,142
5,122
7,150
4,78
0,1
2,16
3,45
3,54
4,108
9,159
5,115
3,63
6,144
4,80
0,3
5,136
2,18
8,153
3,47
3,56
