source,destination
1,31
6,82
10,98
4,73
2,48
2,57
0,5
5,74
0,14
1,24
1,33
6,84
2,41
2,50
2,59
0,7
5,76
0,16
1,26
1,35
2,43
2,52
0,0
5,78
0,9
1,28
1,37
7,87
3,65
2,45
2,54
0,2
1,21
8,91
1,30
10,97
1,39
3,67
2,47
2,56
1,23
1,32
3,60
2,40
2,49
4,68
5,75
0,18
1,25
9,94
3,62
2,42
4,70
5,77
0,11
3,64
6,81
4,72
7,89
0,4
0,13
1,20
8,90
10,96
3,66
6,83
2,58
0,6
0,15
8,92
1,34
6,85
2,51
0,8
0,17
9,93
1,27
3,61
1,36
4,69
7,86
2,44
2,53
0,1
5,79
0,10
0,19
9,95
1,29
3,63
6,80
1,38
4,71
7,88
2,46
2,55
0,3
0,12
1,22
