source,destination
21,80
10,43
0,5
3,22
22,99
23,107
23,116
8,39
11,44
7,37
22,92
15,53
22,101
5,30
1,8
18,58
23,109
14,51
23,118
0,0
6,34
22,94
4,25
22,103
5,32
12,47
1,10
23,111
23,120
20,72
19,61
0,2
3,19
21,89
22,96
4,27
23,113
20,65
10,42
17,57
20,74
21,82
3,21
21,91
22,98
2,13
8,38
20,67
20,76
21,84
3,23
15,52
1,7
23,108
2,15
20,69
11,45
21,77
21,86
13,48
4,24
1,9
18,59
22,105
2,17
20,62
9,41
20,71
21,79
3,18
6,35
21,88
4,26
0,4
16,55
1,11
20,64
23,115
17,56
20,73
21,81
21,90
7,36
4,28
22,100
2,12
5,29
14,50
20,66
23,117
20,75
21,83
1,6
22,93
22,102
2,14
5,31
12,46
23,110
20,68
23,119
21,85
19,60
0,1
22,95
22,104
2,16
5,33
23,112
9,40
20,70
23,121
21,78
21,87
13,49
0,3
3,20
16,54
22,97
22,106
20,63
23,114
