source,destination
1,31
6,91
2,39
4,73
8,119
2,48
0,5
9,127
5,83
0,14
10,134
1,24
1,33
4,66
2,41
8,121
2,50
0,7
9,129
5,85
0,16
14,152
1,26
13,147
1,35
8,114
2,43
8,123
2,52
0,0
6,98
5,78
0,9
5,87
11,137
14,154
1,19
1,28
13,149
2,36
3,65
2,45
8,116
8,125
0,2
12,141
6,100
5,80
5,89
7,108
11,139
1,21
1,30
3,58
2,38
8,118
2,47
6,93
4,75
9,126
12,143
5,82
7,110
1,23
1,32
3,60
2,40
8,120
2,49
4,68
6,95
4,77
9,128
12,145
1,22
5,84
7,103
14,151
7,112
1,25
13,146
3,62
2,42
4,70
6,97
9,130
7,105
14,153
10,131
0,11
1,18
3,55
3,64
6,90
4,72
6,99
7,107
0,4
10,133
0,13
1,20
3,57
2,37
6,92
4,74
12,142
6,101
7,109
0,6
10,135
0,15
3,59
1,34
4,67
6,94
4,76
12,144
8,122
2,51
7,102
7,111
0,8
5,86
0,17
11,136
1,27
3,61
13,148
4,69
6,96
8,115
2,44
8,124
2,53
0,1
7,104
5,79
0,10
7,113
5,88
11,138
14,155
3,54
1,29
3,63
13,150
4,71
8,117
2,46
7,106
0,3
5,81
0,12
10,132
11,140
3,56
