index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,True,False,True
3,False,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,True,True
9,True,False,True
10,False,False,False
11,True,False,False
12,False,False,True
13,False,False,False
14,False,True,False
15,False,False,True
16,False,False,False
17,True,True,False
18,False,False,True
19,False,False,False
20,False,False,True
21,False,True,False
22,False,False,False
23,True,False,False
24,False,False,True
25,False,False,True
26,False,False,False
27,False,True,False
28,False,False,False
29,True,False,False
