source,destination
21,71
11,51
22,81
24,115
0,5
23,98
23,107
12,52
1,15
18,65
22,74
24,108
19,66
22,83
0,7
3,24
6,41
23,91
4,32
23,100
1,8
5,39
17,62
22,76
0,0
22,85
3,26
23,93
24,122
4,34
23,102
1,10
10,49
22,78
0,2
22,87
3,28
23,95
24,124
4,36
23,104
1,12
2,20
8,45
11,50
22,80
22,89
3,30
24,117
23,97
15,59
23,106
1,14
18,64
2,22
9,46
22,73
22,82
6,40
24,110
23,90
13,55
24,119
4,31
23,99
16,60
20,69
22,75
22,84
3,25
24,112
23,92
24,121
4,33
23,101
1,9
2,17
21,70
22,77
24,114
7,43
23,94
0,4
4,35
24,123
1,11
2,19
8,44
14,57
24,116
15,58
0,6
24,125
1,13
5,38
2,21
12,53
22,72
24,109
13,54
23,105
19,67
24,118
2,23
20,68
9,47
10,48
17,63
24,111
0,1
22,86
24,120
3,27
16,61
2,16
23,103
22,79
7,42
24,113
0,3
22,88
3,29
23,96
2,18
4,37
14,56
