source,destination
16,84
4,9
19,110
19,119
18,99
5,10
18,108
12,34
12,43
11,23
17,94
15,69
16,77
16,86
13,44
19,112
3,6
18,101
2,4
9,19
12,36
10,20
15,71
20,122
6,13
16,79
19,114
0,0
12,38
15,73
7,14
16,81
14,65
19,116
13,51
12,40
1,3
15,66
15,75
11,32
16,83
20,129
14,58
19,118
13,53
12,33
12,42
15,68
17,96
11,25
16,85
20,131
14,60
19,111
19,120
5,11
13,46
12,35
18,103
15,70
17,89
20,127
17,98
11,27
16,78
20,124
16,87
14,62
19,113
3,7
13,48
12,37
18,105
10,21
17,91
11,29
16,80
20,126
14,55
14,64
19,115
4,8
13,50
1,2
18,107
8,17
17,93
11,22
11,31
20,128
14,57
13,52
18,100
18,109
9,18
17,95
11,24
20,121
6,12
20,130
14,59
13,45
13,54
18,102
2,5
17,88
17,97
11,26
15,72
20,123
14,61
13,47
18,104
0,1
12,39
17,90
11,28
15,74
20,125
7,15
14,63
16,82
13,49
19,117
18,106
8,16
12,41
17,92
15,67
11,30
15,76
14,56
