index,is_in_good_operators
0,True
1,True
2,True
3,True
4,False
5,False
6,False
7,False
8,True
9,True
10,True
11,True
12,True
13,True
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,True
22,True
23,True
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,True
33,True
34,True
35,True
36,True
37,True
38,True
39,True
40,False
41,False
42,False
43,False
44,False
45,False
46,False
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,True
73,True
74,True
75,False
76,True
77,True
78,True
79,False
80,True
81,True
82,True
83,False
84,True
85,True
86,True
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,True
97,True
98,True
99,False
100,True
101,True
102,True
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,True
121,True
122,True
123,False
124,True
125,True
126,True
127,False
128,False
129,False
130,False
131,False
132,True
133,True
134,True
135,True
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,False
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,True
153,True
154,True
155,True
156,True
157,True
158,True
159,True
160,False
161,False
162,False
163,False
164,False
165,False
166,False
167,False
168,True
169,True
170,True
171,True
172,True
173,True
174,True
175,True
176,True
177,True
178,True
179,True
180,True
181,True
182,True
183,True
184,False
185,False
186,False
187,False
188,False
189,False
190,False
191,False
192,True
193,True
194,True
195,True
196,True
197,True
198,True
199,False
200,False
201,False
202,False
203,False
204,False
205,False
206,False
207,False
208,False
209,False
210,False
211,False
212,False
213,False
214,False
215,False
216,True
217,True
218,True
219,False
220,True
221,True
222,True
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,True
233,True
234,True
235,False
236,True
237,True
238,True
239,False
240,True
241,True
242,True
243,False
244,True
245,True
246,True
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,False
256,True
257,True
258,True
259,False
