source,destination
6,18
19,73
19,82
18,65
6,20
17,51
16,49
19,75
12,36
9,28
14,42
18,58
18,67
7,21
0,0
15,46
12,38
14,44
18,60
8,25
18,69
10,31
7,23
3,10
0,2
5,16
1,3
18,53
18,62
1,5
18,55
19,84
18,64
11,34
4,13
19,77
2,6
18,57
19,86
18,66
17,52
13,39
15,45
12,37
19,79
2,8
8,24
18,59
19,88
18,68
10,30
3,9
13,41
15,47
19,72
19,81
18,61
8,26
10,32
6,19
3,11
16,48
1,4
19,74
18,54
19,83
18,63
9,27
11,33
4,12
16,50
19,76
18,56
19,85
9,29
14,43
11,35
7,22
4,14
0,1
5,15
19,78
2,7
19,87
18,70
13,40
19,71
5,17
19,80
