index,is_in_good_operators
0,False
1,False
2,True
3,True
4,False
5,False
6,True
7,True
8,False
9,False
10,True
11,True
12,False
13,False
14,True
15,True
16,False
17,False
18,True
19,True
20,False
21,False
22,True
23,True
24,False
25,False
26,True
27,True
28,False
29,False
30,True
31,True
32,False
33,False
34,True
35,True
36,False
37,False
38,True
39,True
40,False
41,False
42,True
43,True
44,False
45,False
46,True
47,True
48,True
49,True
50,True
51,True
52,False
53,False
54,True
55,True
56,False
57,False
58,True
59,True
60,False
61,False
62,True
63,True
64,False
65,False
66,True
67,True
68,False
69,False
70,True
71,True
72,False
73,False
74,True
75,True
76,False
77,False
78,True
79,True
80,False
81,False
82,True
83,True
84,False
85,False
86,True
87,True
88,False
89,False
90,True
91,True
92,False
93,False
94,True
95,True
96,False
97,False
