index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,True,True
5,True,False,False
6,False,True,True
7,True,False,False
8,True,True,True
9,False,False,True
10,False,False,True
11,True,False,False
12,False,False,True
13,False,False,False
14,False,False,False
15,False,False,False
16,False,True,True
17,True,False,False
18,False,False,True
19,False,False,False
20,True,False,True
21,False,False,False
22,False,False,False
23,False,True,False
24,False,False,True
25,False,True,False
26,False,False,False
27,False,False,False
28,True,False,False
29,False,False,False
30,False,False,True
31,False,False,False
32,True,False,False
33,False,False,False
34,False,False,False
35,False,True,False
36,False,False,True
37,True,False,False
38,False,False,False
39,False,False,False
40,False,False,False
41,False,True,False
