0,0,0
0,1,1
0,2,2
0,3,3
1,0,4
1,1,5
1,2,6
1,3,7
2,0,8
2,1,9
2,2,10
2,3,11
3,0,12
3,1,13
3,2,14
3,3,15
4,0,16
4,1,17
4,2,18
4,3,19
5,0,20
5,1,21
5,2,22
5,3,23
6,0,24
6,1,25
6,2,26
6,3,27
7,0,28
7,1,29
7,2,30
7,3,31
8,0,32
8,1,33
8,2,34
8,3,35
9,0,36
9,1,37
9,2,38
9,3,39
10,0,40
10,1,41
10,2,42
10,3,43
11,0,44
11,1,45
11,2,46
11,3,47
12,0,48
12,1,49
12,2,50
12,3,51
13,0,52
13,1,53
13,2,54
13,3,55
14,0,56
14,1,57
14,2,58
14,3,59
15,0,60
15,1,61
15,2,62
15,3,63
16,0,64
16,1,65
16,2,66
16,3,67
17,0,68
17,1,69
17,2,70
17,3,71
18,0,72
18,1,73
18,2,74
18,3,75
19,0,76
19,1,77
19,2,78
19,3,79
20,0,80
20,1,81
20,2,82
20,3,83
21,0,84
21,1,85
21,2,86
21,3,87
22,0,88
22,1,89
22,2,90
22,3,91
23,0,92
23,1,93
23,2,94
23,3,95
24,0,96
24,1,97
24,2,98
24,3,99
25,0,100
25,1,101
25,2,102
25,3,103
26,0,104
26,1,105
26,2,106
26,3,107
27,0,108
27,1,109
27,2,110
27,3,111
28,0,112
28,1,113
28,2,114
28,3,115
29,0,116
29,1,117
29,2,118
29,3,119
30,0,120
30,1,121
30,2,122
30,3,123
30,4,124
30,5,125
30,6,126
30,7,127
30,8,128
30,9,129
30,10,130
30,11,131
30,12,132
30,13,133
30,14,134
30,15,135
30,16,136
30,17,137
30,18,138
30,19,139
30,20,140
30,21,141
30,22,142
30,23,143
30,24,144
30,25,145
30,26,146
30,27,147
30,28,148
30,29,149
31,0,150
31,1,151
31,2,152
31,3,153
31,4,154
31,5,155
31,6,156
31,7,157
31,8,158
31,9,159
31,10,160
31,11,161
31,12,162
31,13,163
31,14,164
31,15,165
31,16,166
31,17,167
31,18,168
31,19,169
31,20,170
31,21,171
31,22,172
31,23,173
31,24,174
31,25,175
31,26,176
31,27,177
31,28,178
31,29,179
32,0,180
32,1,181
33,0,182
33,1,183
