source,destination
80,175
15,30
87,190
4,9
71,157
25,50
48,100
5,10
12,25
88,191
22,44
11,23
29,59
78,171
13,26
19,39
3,6
18,37
36,73
64,144
48,102
85,185
2,4
20,40
49,110
9,19
26,53
10,20
43,87
6,13
75,165
55,125
27,54
62,140
16,33
34,69
59,132
37,74
0,0
48,104
79,174
49,112
82,179
69,154
23,47
41,83
44,88
53,121
7,14
86,188
56,126
63,141
59,134
30,61
48,97
76,168
49,105
60,135
14,28
32,64
67,150
21,43
1,3
70,155
42,84
77,169
66,148
84,184
54,122
87,189
50,115
39,78
74,164
28,57
46,93
48,99
51,116
58,131
12,24
73,162
49,107
57,129
81,178
35,71
65,145
19,38
80,176
64,143
71,158
48,101
5,11
49,109
72,159
26,52
61,138
33,67
17,34
78,172
55,124
62,139
34,68
68,152
40,81
3,7
48,103
52,119
24,48
85,186
49,111
69,153
41,82
47,95
10,21
53,120
31,62
38,77
76,167
48,96
4,8
37,75
83,182
49,113
21,42
67,149
1,2
45,91
8,17
11,22
29,58
44,89
56,127
28,56
46,92
63,142
74,163
15,31
48,98
58,130
18,36
36,72
49,106
25,51
32,65
60,136
81,177
35,70
9,18
42,85
70,156
22,45
88,192
54,123
43,86
6,12
39,79
13,27
51,117
16,32
49,108
61,137
33,66
79,173
2,5
20,41
23,46
65,146
68,151
40,80
86,187
75,166
27,55
52,118
59,133
30,60
72,160
0,1
47,94
82,180
17,35
66,147
38,76
84,183
7,15
50,114
83,181
24,49
73,161
45,90
8,16
14,29
57,128
77,170
31,63
