source,destination
1,31
2,39
4,73
2,48
0,5
8,137
0,14
6,112
5,92
5,101
1,24
7,129
1,33
2,41
3,70
2,50
0,7
6,105
8,139
0,16
4,87
6,114
5,94
5,103
7,122
1,26
7,131
1,35
2,43
2,52
0,0
0,9
6,107
4,89
9,140
6,116
5,96
1,19
7,124
1,28
7,133
2,36
3,65
2,45
0,2
4,82
6,109
9,142
6,118
1,21
7,126
1,30
3,58
2,38
3,67
2,47
4,75
4,84
6,111
9,144
1,23
7,128
10,145
1,32
3,60
2,40
3,69
2,49
4,77
1,22
4,86
6,113
7,121
1,25
7,130
10,147
3,62
2,42
3,71
4,79
6,106
4,88
6,115
0,11
1,18
7,123
5,98
7,132
10,149
3,55
3,64
4,72
4,81
6,108
0,4
8,136
0,13
1,20
5,91
7,125
5,100
3,57
2,37
3,66
4,74
4,83
6,110
0,6
8,138
0,15
5,93
7,127
5,102
3,59
1,34
3,68
4,76
2,51
4,85
0,8
7,120
0,17
5,95
10,146
5,104
1,27
3,61
2,44
4,78
2,53
0,1
0,10
9,141
6,117
5,97
10,148
3,54
1,29
3,63
7,134
2,46
4,80
0,3
8,135
0,12
5,90
9,143
6,119
5,99
3,56
