source,destination
16,84
10,43
3,13
2,11
15,60
15,69
16,77
16,86
7,28
11,44
18,92
3,15
5,21
15,62
15,71
8,32
16,79
16,88
7,30
11,46
0,0
5,23
15,64
15,73
8,34
16,81
10,40
6,27
0,2
4,18
12,49
15,66
16,83
10,42
14,58
3,12
13,53
1,5
15,68
16,76
9,37
16,85
3,14
13,55
15,61
1,7
15,70
16,78
9,39
16,87
11,45
6,24
15,63
2,8
17,91
8,33
16,80
11,47
6,26
4,17
2,10
12,50
8,35
12,51
14,57
4,19
13,52
1,4
5,20
16,75
9,36
14,59
7,29
18,93
13,54
1,6
5,22
9,38
15,72
16,89
7,31
0,1
17,90
12,48
15,65
15,74
16,82
6,25
10,41
4,16
0,3
2,9
15,67
14,56
