index,is_in_good_operators
0,True
1,False
2,True
3,False
4,True
5,True
6,False
7,True
8,False
9,True
10,True
11,True
12,False
13,True
14,True
15,False
16,False
17,False
18,False
19,False
20,False
21,False
22,False
23,True
24,False
25,True
26,True
27,False
28,False
29,False
30,False
31,True
32,False
33,True
34,True
35,True
36,False
37,True
38,True
39,False
40,False
41,False
42,False
43,True
44,False
45,True
46,True
47,True
48,True
49,False
50,False
51,False
52,True
53,False
54,True
55,True
56,True
57,False
58,False
59,False
60,True
61,False
62,False
63,True
64,True
65,True
66,False
67,True
68,False
69,False
70,False
71,False
72,True
73,True
74,True
75,True
76,True
77,False
78,True
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,True
97,False
98,True
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,True
113,False
114,True
115,False
