source,destination
4,55
6,82
4,64
7,90
5,65
10,116
5,74
0,5
3,40
1,15
3,49
1,24
4,57
12,125
6,84
8,103
2,32
7,92
5,67
10,118
5,76
0,7
3,42
13,129
1,17
8,96
4,59
12,127
2,34
7,94
9,113
5,69
0,0
11,119
0,9
3,44
13,131
1,19
4,52
8,98
2,27
4,61
2,36
7,87
9,106
5,71
0,2
11,121
13,133
1,21
4,54
8,100
2,29
2,38
9,108
10,115
5,73
11,123
1,14
1,23
3,51
2,31
8,102
9,110
6,86
5,66
5,75
1,16
1,25
8,104
2,33
6,79
9,112
5,68
5,77
0,11
13,130
1,18
3,46
2,26
8,97
2,35
9,105
6,81
4,63
5,70
7,89
11,120
0,4
13,132
1,20
3,39
3,48
2,28
8,99
2,37
4,56
9,107
12,124
6,83
7,91
10,117
0,6
1,13
3,41
3,50
2,30
8,101
4,58
9,109
12,126
6,85
7,93
0,8
3,43
6,78
4,60
9,111
12,128
7,95
0,1
0,10
3,45
4,53
6,80
4,62
7,88
10,114
5,72
0,3
11,122
0,12
3,47
1,22
