index,is_init,is_goal,is_simple_landmark
0,True,False,True
1,False,False,False
2,False,False,True
3,True,False,False
4,False,False,True
5,True,False,False
6,False,False,True
7,True,False,False
8,False,False,True
9,True,False,False
10,False,False,True
11,True,False,False
12,False,False,True
13,True,False,False
14,True,False,True
15,False,False,False
16,True,False,True
17,False,False,False
18,False,True,True
19,True,False,False
20,False,False,True
21,False,False,False
22,False,False,False
23,False,True,False
24,False,False,False
25,False,False,False
26,False,False,False
27,False,False,False
28,False,False,True
29,True,False,False
30,False,False,True
31,False,False,False
32,False,True,True
33,False,False,False
34,False,False,False
35,False,False,False
36,False,False,False
37,False,False,False
38,True,False,False
39,False,False,False
40,False,False,True
41,False,False,False
42,True,False,False
43,False,False,True
44,False,False,False
45,False,False,False
46,False,False,False
47,False,True,False
48,False,False,False
49,False,False,False
50,False,False,True
51,False,False,False
52,False,False,False
53,True,False,False
54,False,False,False
55,False,False,True
56,False,True,False
57,False,False,False
58,False,False,False
59,False,False,False
60,False,False,True
61,False,True,True
62,False,False,False
63,False,False,False
64,False,False,False
65,True,False,False
66,False,False,False
67,False,False,False
68,False,False,False
69,False,False,False
70,False,False,True
71,True,False,False
72,False,False,False
73,False,False,False
74,False,False,False
75,False,False,True
76,False,False,False
77,False,False,False
78,False,False,False
79,False,True,False
80,False,False,True
81,False,False,False
82,False,False,False
83,False,False,False
84,False,False,True
85,True,False,False
86,False,True,False
87,False,False,False
88,False,False,False
89,False,False,False
90,False,False,True
91,False,False,False
92,False,False,False
93,False,False,False
94,True,False,False
95,False,True,False
96,False,False,False
97,False,False,False
98,False,False,False
99,False,False,True
100,False,False,True
101,False,False,False
102,False,True,False
103,False,False,False
104,False,False,False
105,False,False,False
106,False,False,False
107,False,False,False
108,False,False,False
109,True,False,False
