index,is_init,is_goal
0,False,False
1,True,False
2,False,True
3,False,False
4,False,False
5,False,False
6,False,False
7,False,False
8,True,False
9,False,False
10,False,True
11,False,False
12,False,False
13,False,False
14,True,False
15,False,False
16,False,True
17,False,False
18,False,False
19,False,False
20,False,False
21,True,False
22,False,False
23,False,False
24,False,True
25,False,False
26,False,False
27,False,False
28,False,False
29,True,False
30,False,True
31,False,False
32,False,False
33,False,False
34,False,False
35,True,False
36,False,False
37,False,False
38,False,True
39,False,False
40,False,False
41,False,False
42,False,False
43,True,False
44,False,True
45,False,False
46,False,False
47,False,False
48,False,False
49,True,False
50,False,False
51,False,True
52,False,False
53,False,False
54,False,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,False,False
63,True,False
64,False,False
65,False,False
66,False,False
67,True,False
68,False,False
69,False,False
70,False,False
71,False,False
72,True,False
73,False,False
74,False,False
75,True,False
76,False,False
77,False,False
78,False,False
79,False,False
80,False,False
81,True,False
82,False,False
