source,destination
24,88
25,96
8,55
25,105
27,132
0,5
27,141
3,31
4,39
26,124
15,69
1,15
25,89
25,98
25,107
22,83
27,134
11,62
0,7
3,33
26,117
13,65
4,41
26,126
1,17
2,25
18,76
25,91
25,100
20,79
9,58
25,109
0,0
27,136
6,52
26,119
1,10
26,128
16,72
25,93
25,102
17,73
0,2
23,86
3,28
26,112
4,36
7,53
26,121
1,12
27,150
26,130
2,20
24,87
5,46
25,95
25,104
14,67
21,82
3,30
26,114
27,143
4,38
26,123
1,14
2,22
5,48
12,63
25,97
8,56
25,106
11,61
26,116
19,77
4,40
26,125
15,70
1,16
27,145
18,75
2,24
25,90
5,50
25,99
9,57
22,84
6,51
27,138
26,118
13,66
1,9
27,147
26,127
16,71
2,26
5,43
25,92
20,80
23,85
27,131
10,60
26,111
0,4
4,35
26,120
27,140
1,11
27,149
26,129
2,19
5,45
21,81
27,133
26,113
0,6
7,54
26,122
27,142
1,13
3,32
27,151
2,21
5,47
14,68
25,108
27,135
26,115
0,8
27,144
3,34
2,23
4,42
5,49
12,64
25,101
0,1
27,137
3,27
19,78
27,146
25,94
25,103
10,59
26,110
17,74
0,3
27,139
3,29
27,148
2,18
4,37
5,44
