source,destination
10,52
31,93
0,5
3,22
4,30
1,15
21,73
11,53
0,7
3,24
28,87
15,62
1,8
18,67
25,82
32,96
9,49
22,76
0,0
3,26
13,58
5,32
1,10
16,63
12,56
33,97
8,43
20,72
23,77
0,2
6,36
19,70
3,28
27,86
1,12
30,91
2,20
26,84
8,45
10,51
17,66
3,21
6,38
4,29
1,14
24,80
9,46
14,60
31,94
3,23
7,39
4,31
15,61
25,81
9,48
22,75
11,54
29,90
3,25
7,41
13,57
1,9
2,17
5,34
18,68
20,71
6,35
0,4
27,85
1,11
16,64
34,100
2,19
8,44
23,78
6,37
0,6
1,13
30,92
14,59
32,95
21,74
28,88
12,55
9,47
29,89
7,40
0,1
19,69
3,27
2,16
5,33
26,83
33,98
10,50
17,65
7,42
0,3
34,99
2,18
24,79
