source,destination
24,88
25,96
8,55
25,105
27,132
10,61
0,5
3,22
27,141
4,30
5,37
26,124
28,158
25,98
8,57
25,107
27,134
11,62
3,24
6,41
4,32
26,117
28,151
1,8
5,39
26,126
15,71
18,76
25,91
25,100
9,58
25,109
0,0
22,85
27,136
3,26
6,43
7,51
13,67
26,119
1,10
28,153
26,128
16,72
25,93
8,52
25,102
20,81
0,2
23,86
6,45
26,112
26,121
1,12
2,20
28,167
25,95
8,54
25,104
21,82
17,75
3,21
4,29
7,46
26,114
27,143
26,123
24,89
28,160
28,169
25,97
8,56
25,106
14,69
3,23
6,40
4,31
7,48
26,116
1,7
27,145
26,125
15,70
2,15
28,162
25,90
12,65
25,99
22,84
3,25
6,42
27,138
4,33
7,50
13,66
1,9
19,79
26,118
26,127
27,147
2,17
5,34
28,155
28,164
25,92
20,80
9,59
6,44
27,131
10,60
26,111
0,4
26,120
27,140
1,11
27,149
26,129
16,73
2,19
5,36
28,157
28,166
23,87
27,133
4,28
26,113
0,6
26,122
27,142
1,13
28,150
5,38
28,159
28,168
14,68
21,83
25,108
27,135
7,47
26,115
11,63
27,144
2,14
28,152
28,161
12,64
18,77
25,101
0,1
7,49
27,137
28,156
3,27
19,78
27,146
2,16
28,154
28,163
25,94
8,53
25,103
27,130
26,110
17,74
0,3
27,139
27,148
2,18
5,35
28,165
